Student ID,Student Name,Subject,Subject Code,Attempt,Marks,Grade
196,SATHISH V,Python,PY102,1,34,F
196,SATHISH V,Python,PY102,2,42,E
196,SATHISH V,Machine Learning,ML103,1,51,D
196,SATHISH V,English,GP104,1,39,E
196,SATHISH V,Database,CS105,1,91,S
197,SATHYA NARAYANAN S,Mathematics,MATH101,1,93,S
197,SATHYA NARAYANAN S,Python,PY102,1,33,F
197,SATHYA NARAYANAN S,Python,PY102,2,41,E
197,SATHYA NARAYANAN S,Machine Learning,ML103,1,87,S
197,SATHYA NARAYANAN S,English,GP104,1,76,A
197,SATHYA NARAYANAN S,Database,CS105,1,52,D
198,SELVI.M,Mathematics,MATH101,1,45,D
198,SELVI.M,Python,PY102,1,77,A
198,SELVI.M,Machine Learning,ML103,1,41,E
198,SELVI.M,English,GP104,1,43,E
198,SELVI.M,Database,CS105,1,54,D
199,SHANTHINI SELVAM I,Mathematics,MATH101,1,67,B
199,SHANTHINI SELVAM I,Python,PY102,1,40,E
199,SHANTHINI SELVAM I,Machine Learning,ML103,1,33,F
199,SHANTHINI SELVAM I,Machine Learning,ML103,2,41,E
199,SHANTHINI SELVAM I,English,GP104,1,30,F
199,SHANTHINI SELVAM I,English,GP104,2,42,E
199,SHANTHINI SELVAM I,Database,CS105,1,39,E
200,SHARAL PRIYA M,Mathematics,MATH101,1,40,E
200,SHARAL PRIYA M,Python,PY102,1,59,C
200,SHARAL PRIYA M,Machine Learning,ML103,1,95,S
200,SHARAL PRIYA M,English,GP104,1,51,D
200,SHARAL PRIYA M,Database,CS105,1,82,A
201,SHARAN ARVIND B,Mathematics,MATH101,1,48,D
201,SHARAN ARVIND B,Python,PY102,1,79,A
201,SHARAN ARVIND B,Machine Learning,ML103,1,35,E
201,SHARAN ARVIND B,English,GP104,1,38,E
201,SHARAN ARVIND B,Database,CS105,1,59,C
202,SHARANJEY G,Mathematics,MATH101,1,80,A
202,SHARANJEY G,Python,PY102,1,58,C
202,SHARANJEY G,Machine Learning,ML103,1,32,F
202,SHARANJEY G,Machine Learning,ML103,2,40,E
202,SHARANJEY G,English,GP104,1,60,C
202,SHARANJEY G,Database,CS105,1,55,C
203,SHARON A,Mathematics,MATH101,1,59,C
203,SHARON A,Python,PY102,1,46,D
203,SHARON A,Machine Learning,ML103,1,35,E
203,SHARON A,English,GP104,1,44,E
203,SHARON A,Database,CS105,1,33,F
203,SHARON A,Database,CS105,2,42,E
204,SHASTEESWARAN RAVIANAND THARMIYA,Mathematics,MATH101,1,37,E
204,SHASTEESWARAN RAVIANAND THARMIYA,Python,PY102,1,98,S
204,SHASTEESWARAN RAVIANAND THARMIYA,Machine Learning,ML103,1,88,S
204,SHASTEESWARAN RAVIANAND THARMIYA,English,GP104,1,47,D
204,SHASTEESWARAN RAVIANAND THARMIYA,Database,CS105,1,76,A
205,SHIVANI PRIYA P,Mathematics,MATH101,1,48,D
205,SHIVANI PRIYA P,Python,PY102,1,49,D
205,SHIVANI PRIYA P,Machine Learning,ML103,1,70,B
205,SHIVANI PRIYA P,English,GP104,1,48,D
205,SHIVANI PRIYA P,Database,CS105,1,53,D
206,SHIVAPRASANNA R,Mathematics,MATH101,1,93,S
206,SHIVAPRASANNA R,Python,PY102,1,74,B
206,SHIVAPRASANNA R,Machine Learning,ML103,1,42,E
206,SHIVAPRASANNA R,English,GP104,1,34,F
206,SHIVAPRASANNA R,English,GP104,2,47,D
206,SHIVAPRASANNA R,Database,CS105,1,70,B
207,SIVAPRIYAN M,Mathematics,MATH101,1,97,S
207,SIVAPRIYAN M,Python,PY102,1,87,S
207,SIVAPRIYAN M,Machine Learning,ML103,1,94,S
207,SIVAPRIYAN M,English,GP104,1,56,C
207,SIVAPRIYAN M,Database,CS105,1,98,S
208,SONIA C,Mathematics,MATH101,1,39,E
208,SONIA C,Python,PY102,1,41,E
208,SONIA C,Machine Learning,ML103,1,89,S
208,SONIA C,English,GP104,1,49,D
208,SONIA C,Database,CS105,1,87,S
209,SOWMIYA R,Mathematics,MATH101,1,92,S
209,SOWMIYA R,Python,PY102,1,45,D
209,SOWMIYA R,Machine Learning,ML103,1,36,E
209,SOWMIYA R,English,GP104,1,64,C
209,SOWMIYA R,Database,CS105,1,52,D
210,SOWMIYALAKSHMI A,Mathematics,MATH101,1,66,B
210,SOWMIYALAKSHMI A,Python,PY102,1,85,S
210,SOWMIYALAKSHMI A,Machine Learning,ML103,1,43,E
210,SOWMIYALAKSHMI A,English,GP104,1,88,S
210,SOWMIYALAKSHMI A,Database,CS105,1,37,E
211,SRIMATHI.R,Mathematics,MATH101,1,55,C
211,SRIMATHI.R,Python,PY102,1,53,D
211,SRIMATHI.R,Machine Learning,ML103,1,85,S
211,SRIMATHI.R,English,GP104,1,46,D
211,SRIMATHI.R,Database,CS105,1,35,E
212,SRIRAM V,Mathematics,MATH101,1,46,D
212,SRIRAM V,Python,PY102,1,95,S
212,SRIRAM V,Machine Learning,ML103,1,48,D
212,SRIRAM V,English,GP104,1,95,S
212,SRIRAM V,Database,CS105,1,99,S
213,SUBASHINI M,Mathematics,MATH101,1,75,A
213,SUBASHINI M,Python,PY102,1,76,A
213,SUBASHINI M,Machine Learning,ML103,1,75,A
213,SUBASHINI M,English,GP104,1,61,C
213,SUBASHINI M,Database,CS105,1,69,B
214,SUGANYA S,Mathematics,MATH101,1,64,C
214,SUGANYA S,Python,PY102,1,55,C
214,SUGANYA S,Machine Learning,ML103,1,56,C
214,SUGANYA S,English,GP104,1,84,A
214,SUGANYA S,Database,CS105,1,60,C
215,SURYA.R,Mathematics,MATH101,1,93,S
215,SURYA.R,Python,PY102,1,72,B
215,SURYA.R,Machine Learning,ML103,1,52,D
215,SURYA.R,English,GP104,1,36,E
215,SURYA.R,Database,CS105,1,78,A
216,SWEETHAA HARINI SHRI K,Mathematics,MATH101,1,69,B
216,SWEETHAA HARINI SHRI K,Python,PY102,1,34,F
216,SWEETHAA HARINI SHRI K,Python,PY102,2,39,E
216,SWEETHAA HARINI SHRI K,Machine Learning,ML103,1,39,E
216,SWEETHAA HARINI SHRI K,English,GP104,1,37,E
216,SWEETHAA HARINI SHRI K,Database,CS105,1,96,S
217,SWETTHA E,Mathematics,MATH101,1,95,S
217,SWETTHA E,Python,PY102,1,48,D
217,SWETTHA E,Machine Learning,ML103,1,42,E
217,SWETTHA E,English,GP104,1,94,S
217,SWETTHA E,Database,CS105,1,51,D
218,TARUN V,Mathematics,MATH101,1,85,S
218,TARUN V,Python,PY102,1,66,B
218,TARUN V,Machine Learning,ML103,1,69,B
218,TARUN V,English,GP104,1,53,D
218,TARUN V,Database,CS105,1,70,B
219,THALIRNILA S,Mathematics,MATH101,1,68,B
219,THALIRNILA S,Python,PY102,1,88,S
219,THALIRNILA S,Machine Learning,ML103,1,70,B
219,THALIRNILA S,English,GP104,1,80,A
219,THALIRNILA S,Database,CS105,1,36,E
220,VAITHEESHVAR @ SATYAPRAKASH A T,Mathematics,MATH101,1,58,C
220,VAITHEESHVAR @ SATYAPRAKASH A T,Python,PY102,1,86,S
220,VAITHEESHVAR @ SATYAPRAKASH A T,Machine Learning,ML103,1,85,S
220,VAITHEESHVAR @ SATYAPRAKASH A T,English,GP104,1,30,F
220,VAITHEESHVAR @ SATYAPRAKASH A T,English,GP104,2,41,E
220,VAITHEESHVAR @ SATYAPRAKASH A T,Database,CS105,1,34,F
220,VAITHEESHVAR @ SATYAPRAKASH A T,Database,CS105,2,47,D
221,VAITHIYANATHAN K,Mathematics,MATH101,1,30,F
221,VAITHIYANATHAN K,Mathematics,MATH101,2,44,E
221,VAITHIYANATHAN K,Python,PY102,1,37,E
221,VAITHIYANATHAN K,Machine Learning,ML103,1,76,A
221,VAITHIYANATHAN K,English,GP104,1,94,S
221,VAITHIYANATHAN K,Database,CS105,1,56,C
222,VEDHA K,Mathematics,MATH101,1,38,E
222,VEDHA K,Python,PY102,1,56,C
222,VEDHA K,Machine Learning,ML103,1,39,E
222,VEDHA K,English,GP104,1,62,C
222,VEDHA K,Database,CS105,1,92,S
223,VELAN S,Mathematics,MATH101,1,66,B
223,VELAN S,Python,PY102,1,97,S
223,VELAN S,Machine Learning,ML103,1,47,D
223,VELAN S,English,GP104,1,60,C
223,VELAN S,Database,CS105,1,58,C
224,VEMA NAGA KARISH GUPTHA V,Mathematics,MATH101,1,39,E
224,VEMA NAGA KARISH GUPTHA V,Python,PY102,1,43,E
224,VEMA NAGA KARISH GUPTHA V,Machine Learning,ML103,1,37,E
224,VEMA NAGA KARISH GUPTHA V,English,GP104,1,99,S
224,VEMA NAGA KARISH GUPTHA V,Database,CS105,1,46,D
225,VIDHUN SIDDHARTH S,Mathematics,MATH101,1,100,S
225,VIDHUN SIDDHARTH S,Python,PY102,1,57,C
225,VIDHUN SIDDHARTH S,Machine Learning,ML103,1,57,C
225,VIDHUN SIDDHARTH S,English,GP104,1,98,S
225,VIDHUN SIDDHARTH S,Database,CS105,1,72,B
226,VIGNESH K,Mathematics,MATH101,1,44,E
226,VIGNESH K,Python,PY102,1,55,C
226,VIGNESH K,Machine Learning,ML103,1,99,S
226,VIGNESH K,English,GP104,1,83,A
226,VIGNESH K,Database,CS105,1,95,S
227,VIJAY S,Mathematics,MATH101,1,55,C
227,VIJAY S,Python,PY102,1,70,B
227,VIJAY S,Machine Learning,ML103,1,90,S
227,VIJAY S,English,GP104,1,74,B
227,VIJAY S,Database,CS105,1,66,B
228,VIJAYSURYA M,Mathematics,MATH101,1,45,D
228,VIJAYSURYA M,Python,PY102,1,62,C
228,VIJAYSURYA M,Machine Learning,ML103,1,33,F
228,VIJAYSURYA M,Machine Learning,ML103,2,47,D
228,VIJAYSURYA M,English,GP104,1,70,B
228,VIJAYSURYA M,Database,CS105,1,53,D
229,VINOTHKUMAR N,Mathematics,MATH101,1,55,C
229,VINOTHKUMAR N,Python,PY102,1,55,C
229,VINOTHKUMAR N,Machine Learning,ML103,1,50,D
229,VINOTHKUMAR N,English,GP104,1,88,S
229,VINOTHKUMAR N,Database,CS105,1,38,E
230,VISAKAN V,Mathematics,MATH101,1,92,S
230,VISAKAN V,Python,PY102,1,41,E
230,VISAKAN V,Machine Learning,ML103,1,49,D
230,VISAKAN V,English,GP104,1,93,S
230,VISAKAN V,Database,CS105,1,56,C
231,YAZEEN KHAN S,Mathematics,MATH101,1,50,D
231,YAZEEN KHAN S,Python,PY102,1,90,S
231,YAZEEN KHAN S,Machine Learning,ML103,1,73,B
231,YAZEEN KHAN S,English,GP104,1,88,S
231,YAZEEN KHAN S,Database,CS105,1,99,S
232,YOGITHADEVI V,Mathematics,MATH101,1,43,E
232,YOGITHADEVI V,Python,PY102,1,39,E
232,YOGITHADEVI V,Machine Learning,ML103,1,66,B
232,YOGITHADEVI V,English,GP104,1,67,B
232,YOGITHADEVI V,Database,CS105,1,66,B
233,YUVANTHIKHAA A,Mathematics,MATH101,1,100,S
233,YUVANTHIKHAA A,Python,PY102,1,72,B
233,YUVANTHIKHAA A,Machine Learning,ML103,1,44,E
233,YUVANTHIKHAA A,English,GP104,1,49,D
233,YUVANTHIKHAA A,Database,CS105,1,85,S
234,ABDULLAH S,Mathematics,MATH101,1,90,S
234,ABDULLAH S,Python,PY102,1,81,A
234,ABDULLAH S,Machine Learning,ML103,1,92,S
234,ABDULLAH S,English,GP104,1,61,C
234,ABDULLAH S,Database,CS105,1,57,C
235,DEEPAK R,Mathematics,MATH101,1,31,F
235,DEEPAK R,Mathematics,MATH101,2,40,E
235,DEEPAK R,Python,PY102,1,80,A
235,DEEPAK R,Machine Learning,ML103,1,57,C
235,DEEPAK R,English,GP104,1,57,C
235,DEEPAK R,Database,CS105,1,45,D
236,AABITH. M.A,Mathematics,MATH101,1,62,C
236,AABITH. M.A,Python,PY102,1,51,D
236,AABITH. M.A,Machine Learning,ML103,1,90,S
236,AABITH. M.A,English,GP104,1,65,B
236,AABITH. M.A,Database,CS105,1,31,F
236,AABITH. M.A,Database,CS105,2,46,D
237,ABHISHEK ARVIND. C.B,Mathematics,MATH101,1,46,D
237,ABHISHEK ARVIND. C.B,Python,PY102,1,85,S
237,ABHISHEK ARVIND. C.B,Machine Learning,ML103,1,47,D
237,ABHISHEK ARVIND. C.B,English,GP104,1,44,E
237,ABHISHEK ARVIND. C.B,Database,CS105,1,58,C
238,ABINAV. S,Mathematics,MATH101,1,54,D
238,ABINAV. S,Python,PY102,1,99,S
238,ABINAV. S,Machine Learning,ML103,1,72,B
238,ABINAV. S,English,GP104,1,60,C
238,ABINAV. S,Database,CS105,1,42,E
239,ABU SYEED,Mathematics,MATH101,1,68,B
239,ABU SYEED,Python,PY102,1,76,A
239,ABU SYEED,Machine Learning,ML103,1,50,D
239,ABU SYEED,English,GP104,1,39,E
239,ABU SYEED,Database,CS105,1,55,C
240,ADITHYAN. A,Mathematics,MATH101,1,74,B
240,ADITHYAN. A,Python,PY102,1,41,E
240,ADITHYAN. A,Machine Learning,ML103,1,31,F
240,ADITHYAN. A,Machine Learning,ML103,2,45,D
240,ADITHYAN. A,English,GP104,1,75,A
240,ADITHYAN. A,Database,CS105,1,89,S
241,AISWARYA. A.V,Mathematics,MATH101,1,82,A
241,AISWARYA. A.V,Python,PY102,1,83,A
241,AISWARYA. A.V,Machine Learning,ML103,1,75,A
241,AISWARYA. A.V,English,GP104,1,50,D
241,AISWARYA. A.V,Database,CS105,1,94,S
242,AMITA. C,Mathematics,MATH101,1,84,A
242,AMITA. C,Python,PY102,1,59,C
242,AMITA. C,Machine Learning,ML103,1,38,E
242,AMITA. C,English,GP104,1,86,S
242,AMITA. C,Database,CS105,1,67,B
243,ANNI SHARLEENA. A.B,Mathematics,MATH101,1,33,F
243,ANNI SHARLEENA. A.B,Mathematics,MATH101,2,40,E
243,ANNI SHARLEENA. A.B,Python,PY102,1,36,E
243,ANNI SHARLEENA. A.B,Machine Learning,ML103,1,37,E
243,ANNI SHARLEENA. A.B,English,GP104,1,93,S
243,ANNI SHARLEENA. A.B,Database,CS105,1,88,S
244,ARAVINDH. B,Mathematics,MATH101,1,54,D
244,ARAVINDH. B,Python,PY102,1,46,D
244,ARAVINDH. B,Machine Learning,ML103,1,71,B
244,ARAVINDH. B,English,GP104,1,100,S
244,ARAVINDH. B,Database,CS105,1,98,S
245,ARCHANA DEVI. C.N,Mathematics,MATH101,1,43,E
245,ARCHANA DEVI. C.N,Python,PY102,1,91,S
245,ARCHANA DEVI. C.N,Machine Learning,ML103,1,32,F
245,ARCHANA DEVI. C.N,Machine Learning,ML103,2,39,E
245,ARCHANA DEVI. C.N,English,GP104,1,76,A
245,ARCHANA DEVI. C.N,Database,CS105,1,90,S
246,BALAJI. S,Mathematics,MATH101,1,100,S
246,BALAJI. S,Python,PY102,1,30,F
246,BALAJI. S,Python,PY102,2,38,E
246,BALAJI. S,Machine Learning,ML103,1,45,D
246,BALAJI. S,English,GP104,1,69,B
246,BALAJI. S,Database,CS105,1,59,C
247,BHAVIN DHANA RAJ. V,Mathematics,MATH101,1,97,S
247,BHAVIN DHANA RAJ. V,Python,PY102,1,46,D
247,BHAVIN DHANA RAJ. V,Machine Learning,ML103,1,85,S
247,BHAVIN DHANA RAJ. V,English,GP104,1,85,S
247,BHAVIN DHANA RAJ. V,Database,CS105,1,34,F
247,BHAVIN DHANA RAJ. V,Database,CS105,2,41,E
248,BOOMIKA. A,Mathematics,MATH101,1,100,S
248,BOOMIKA. A,Python,PY102,1,35,E
248,BOOMIKA. A,Machine Learning,ML103,1,68,B
248,BOOMIKA. A,English,GP104,1,56,C
248,BOOMIKA. A,Database,CS105,1,97,S
249,DHARNIKA. B,Mathematics,MATH101,1,56,C
249,DHARNIKA. B,Python,PY102,1,31,F
249,DHARNIKA. B,Python,PY102,2,42,E
249,DHARNIKA. B,Machine Learning,ML103,1,98,S
249,DHARNIKA. B,English,GP104,1,67,B
249,DHARNIKA. B,Database,CS105,1,63,C
250,GAANAPATHY. S.P,Mathematics,MATH101,1,84,A
250,GAANAPATHY. S.P,Python,PY102,1,40,E
250,GAANAPATHY. S.P,Machine Learning,ML103,1,57,C
250,GAANAPATHY. S.P,English,GP104,1,95,S
250,GAANAPATHY. S.P,Database,CS105,1,42,E
251,GAAYATHRI. M,Mathematics,MATH101,1,83,A
251,GAAYATHRI. M,Python,PY102,1,54,D
251,GAAYATHRI. M,Machine Learning,ML103,1,97,S
251,GAAYATHRI. M,English,GP104,1,46,D
251,GAAYATHRI. M,Database,CS105,1,72,B
252,GAYATHRI. S,Mathematics,MATH101,1,91,S
252,GAYATHRI. S,Python,PY102,1,46,D
252,GAYATHRI. S,Machine Learning,ML103,1,51,D
252,GAYATHRI. S,English,GP104,1,63,C
252,GAYATHRI. S,Database,CS105,1,92,S
253,GHAYATRI. C,Mathematics,MATH101,1,62,C
253,GHAYATRI. C,Python,PY102,1,89,S
253,GHAYATRI. C,Machine Learning,ML103,1,59,C
253,GHAYATRI. C,English,GP104,1,33,F
253,GHAYATRI. C,English,GP104,2,40,E
253,GHAYATRI. C,Database,CS105,1,39,E
254,GOKULNATH. T,Mathematics,MATH101,1,73,B
254,GOKULNATH. T,Python,PY102,1,82,A
254,GOKULNATH. T,Machine Learning,ML103,1,54,D
254,GOKULNATH. T,English,GP104,1,32,F
254,GOKULNATH. T,English,GP104,2,38,E
254,GOKULNATH. T,Database,CS105,1,68,B
255,GOKULPRASATH. R,Mathematics,MATH101,1,55,C
255,GOKULPRASATH. R,Python,PY102,1,69,B
255,GOKULPRASATH. R,Machine Learning,ML103,1,75,A
255,GOKULPRASATH. R,English,GP104,1,85,S
255,GOKULPRASATH. R,Database,CS105,1,54,D
256,HARIGUPTHA. A,Mathematics,MATH101,1,58,C
256,HARIGUPTHA. A,Python,PY102,1,35,E
256,HARIGUPTHA. A,Machine Learning,ML103,1,53,D
256,HARIGUPTHA. A,English,GP104,1,85,S
256,HARIGUPTHA. A,Database,CS105,1,50,D
257,HARINI. S,Mathematics,MATH101,1,88,S
257,HARINI. S,Python,PY102,1,34,F
257,HARINI. S,Python,PY102,2,44,E
257,HARINI. S,Machine Learning,ML103,1,89,S
257,HARINI. S,English,GP104,1,83,A
257,HARINI. S,Database,CS105,1,68,B
258,HARISH. E,Mathematics,MATH101,1,34,F
258,HARISH. E,Mathematics,MATH101,2,46,D
258,HARISH. E,Python,PY102,1,71,B
258,HARISH. E,Machine Learning,ML103,1,43,E
258,HARISH. E,English,GP104,1,62,C
258,HARISH. E,Database,CS105,1,73,B
259,HARISH. S,Mathematics,MATH101,1,73,B
259,HARISH. S,Python,PY102,1,45,D
259,HARISH. S,Machine Learning,ML103,1,80,A
259,HARISH. S,English,GP104,1,98,S
259,HARISH. S,Database,CS105,1,65,B
260,JAYACHANDRAN. M.D,Mathematics,MATH101,1,31,F
260,JAYACHANDRAN. M.D,Mathematics,MATH101,2,38,E
260,JAYACHANDRAN. M.D,Python,PY102,1,95,S
260,JAYACHANDRAN. M.D,Machine Learning,ML103,1,57,C
260,JAYACHANDRAN. M.D,English,GP104,1,58,C
260,JAYACHANDRAN. M.D,Database,CS105,1,75,A
261,KALAIARASAN.K,Mathematics,MATH101,1,50,D
261,KALAIARASAN.K,Python,PY102,1,84,A
261,KALAIARASAN.K,Machine Learning,ML103,1,68,B
261,KALAIARASAN.K,English,GP104,1,64,C
261,KALAIARASAN.K,Database,CS105,1,52,D
262,KARTHIK. M,Mathematics,MATH101,1,33,F
262,KARTHIK. M,Mathematics,MATH101,2,47,D
262,KARTHIK. M,Python,PY102,1,59,C
262,KARTHIK. M,Machine Learning,ML103,1,57,C
262,KARTHIK. M,English,GP104,1,44,E
262,KARTHIK. M,Database,CS105,1,60,C
263,KEERTHIRAJ. C,Mathematics,MATH101,1,70,B
263,KEERTHIRAJ. C,Python,PY102,1,45,D
263,KEERTHIRAJ. C,Machine Learning,ML103,1,66,B
263,KEERTHIRAJ. C,English,GP104,1,71,B
263,KEERTHIRAJ. C,Database,CS105,1,56,C
264,KIRUBHA SHANKAR. S,Mathematics,MATH101,1,75,A
264,KIRUBHA SHANKAR. S,Python,PY102,1,69,B
264,KIRUBHA SHANKAR. S,Machine Learning,ML103,1,56,C
264,KIRUBHA SHANKAR. S,English,GP104,1,85,S
264,KIRUBHA SHANKAR. S,Database,CS105,1,35,E
265,LALITHKANTH. D,Mathematics,MATH101,1,31,F
265,LALITHKANTH. D,Mathematics,MATH101,2,46,D
265,LALITHKANTH. D,Python,PY102,1,60,C
265,LALITHKANTH. D,Machine Learning,ML103,1,77,A
265,LALITHKANTH. D,English,GP104,1,82,A
265,LALITHKANTH. D,Database,CS105,1,75,A
266,MADHAVAN. S,Mathematics,MATH101,1,42,E
266,MADHAVAN. S,Python,PY102,1,93,S
266,MADHAVAN. S,Machine Learning,ML103,1,86,S
266,MADHAVAN. S,English,GP104,1,94,S
266,MADHAVAN. S,Database,CS105,1,53,D
267,MOHAMED TAWFIQ SHEIK ABDUL KADER,Mathematics,MATH101,1,69,B
267,MOHAMED TAWFIQ SHEIK ABDUL KADER,Python,PY102,1,53,D
267,MOHAMED TAWFIQ SHEIK ABDUL KADER,Machine Learning,ML103,1,90,S
267,MOHAMED TAWFIQ SHEIK ABDUL KADER,English,GP104,1,37,E
267,MOHAMED TAWFIQ SHEIK ABDUL KADER,Database,CS105,1,56,C
268,MOHANAPRASANTH. S,Mathematics,MATH101,1,41,E
268,MOHANAPRASANTH. S,Python,PY102,1,47,D
268,MOHANAPRASANTH. S,Machine Learning,ML103,1,30,F
268,MOHANAPRASANTH. S,Machine Learning,ML103,2,41,E
268,MOHANAPRASANTH. S,English,GP104,1,50,D
268,MOHANAPRASANTH. S,Database,CS105,1,42,E
269,MOHITA. V,Mathematics,MATH101,1,45,D
269,MOHITA. V,Python,PY102,1,60,C
269,MOHITA. V,Machine Learning,ML103,1,72,B
269,MOHITA. V,English,GP104,1,82,A
269,MOHITA. V,Database,CS105,1,78,A
270,MUGILAN. V,Mathematics,MATH101,1,39,E
270,MUGILAN. V,Python,PY102,1,93,S
270,MUGILAN. V,Machine Learning,ML103,1,53,D
270,MUGILAN. V,English,GP104,1,86,S
270,MUGILAN. V,Database,CS105,1,93,S
271,NIVETHA. V,Mathematics,MATH101,1,64,C
271,NIVETHA. V,Python,PY102,1,45,D
271,NIVETHA. V,Machine Learning,ML103,1,72,B
271,NIVETHA. V,English,GP104,1,58,C
271,NIVETHA. V,Database,CS105,1,36,E
272,PARKKAVAN. I,Mathematics,MATH101,1,94,S
272,PARKKAVAN. I,Python,PY102,1,62,C
272,PARKKAVAN. I,Machine Learning,ML103,1,86,S
272,PARKKAVAN. I,English,GP104,1,97,S
272,PARKKAVAN. I,Database,CS105,1,75,A
273,RAAGAVARSHINI. B,Mathematics,MATH101,1,32,F
273,RAAGAVARSHINI. B,Mathematics,MATH101,2,38,E
273,RAAGAVARSHINI. B,Python,PY102,1,88,S
273,RAAGAVARSHINI. B,Machine Learning,ML103,1,49,D
273,RAAGAVARSHINI. B,English,GP104,1,72,B
273,RAAGAVARSHINI. B,Database,CS105,1,75,A
274,RAGUL. S,Mathematics,MATH101,1,83,A
274,RAGUL. S,Python,PY102,1,39,E
274,RAGUL. S,Machine Learning,ML103,1,53,D
274,RAGUL. S,English,GP104,1,46,D
274,RAGUL. S,Database,CS105,1,75,A
275,RAHUL GANDHI. A.M,Mathematics,MATH101,1,50,D
275,RAHUL GANDHI. A.M,Python,PY102,1,92,S
275,RAHUL GANDHI. A.M,Machine Learning,ML103,1,68,B
275,RAHUL GANDHI. A.M,English,GP104,1,89,S
275,RAHUL GANDHI. A.M,Database,CS105,1,100,S
276,SANTHANABHARATHI. S,Mathematics,MATH101,1,56,C
276,SANTHANABHARATHI. S,Python,PY102,1,70,B
276,SANTHANABHARATHI. S,Machine Learning,ML103,1,95,S
276,SANTHANABHARATHI. S,English,GP104,1,40,E
276,SANTHANABHARATHI. S,Database,CS105,1,62,C
277,SANTOSH. T,Mathematics,MATH101,1,37,E
277,SANTOSH. T,Python,PY102,1,68,B
277,SANTOSH. T,Machine Learning,ML103,1,69,B
277,SANTOSH. T,English,GP104,1,38,E
277,SANTOSH. T,Database,CS105,1,62,C
278,SARANYA. M,Mathematics,MATH101,1,63,C
278,SARANYA. M,Python,PY102,1,89,S
278,SARANYA. M,Machine Learning,ML103,1,95,S
278,SARANYA. M,English,GP104,1,55,C
278,SARANYA. M,Database,CS105,1,53,D
279,SHEIK AHAMED. S.D,Mathematics,MATH101,1,63,C
279,SHEIK AHAMED. S.D,Python,PY102,1,50,D
279,SHEIK AHAMED. S.D,Machine Learning,ML103,1,41,E
279,SHEIK AHAMED. S.D,English,GP104,1,83,A
279,SHEIK AHAMED. S.D,Database,CS105,1,90,S
280,SHREYA. S,Mathematics,MATH101,1,53,D
280,SHREYA. S,Python,PY102,1,50,D
280,SHREYA. S,Machine Learning,ML103,1,47,D
280,SHREYA. S,English,GP104,1,60,C
280,SHREYA. S,Database,CS105,1,47,D
281,SRIHARISH. S,Mathematics,MATH101,1,30,F
281,SRIHARISH. S,Mathematics,MATH101,2,40,E
281,SRIHARISH. S,Python,PY102,1,93,S
281,SRIHARISH. S,Machine Learning,ML103,1,31,F
281,SRIHARISH. S,Machine Learning,ML103,2,40,E
281,SRIHARISH. S,English,GP104,1,84,A
281,SRIHARISH. S,Database,CS105,1,98,S
282,SWATHY. V,Mathematics,MATH101,1,32,F
282,SWATHY. V,Mathematics,MATH101,2,44,E
282,SWATHY. V,Python,PY102,1,43,E
282,SWATHY. V,Machine Learning,ML103,1,39,E
282,SWATHY. V,English,GP104,1,35,E
282,SWATHY. V,Database,CS105,1,76,A
283,SWETHA. M,Mathematics,MATH101,1,60,C
283,SWETHA. M,Python,PY102,1,71,B
283,SWETHA. M,Machine Learning,ML103,1,92,S
283,SWETHA. M,English,GP104,1,98,S
283,SWETHA. M,Database,CS105,1,77,A
284,THRISHA. S,Mathematics,MATH101,1,53,D
284,THRISHA. S,Python,PY102,1,42,E
284,THRISHA. S,Machine Learning,ML103,1,80,A
284,THRISHA. S,English,GP104,1,49,D
284,THRISHA. S,Database,CS105,1,69,B
285,VAITHIYANATHAN. S,Mathematics,MATH101,1,77,A
285,VAITHIYANATHAN. S,Python,PY102,1,58,C
285,VAITHIYANATHAN. S,Machine Learning,ML103,1,85,S
285,VAITHIYANATHAN. S,English,GP104,1,90,S
285,VAITHIYANATHAN. S,Database,CS105,1,61,C
286,VALAROLI. P,Mathematics,MATH101,1,72,B
286,VALAROLI. P,Python,PY102,1,89,S
286,VALAROLI. P,Machine Learning,ML103,1,36,E
286,VALAROLI. P,English,GP104,1,70,B
286,VALAROLI. P,Database,CS105,1,96,S
287,VARSHINI. S,Mathematics,MATH101,1,35,E
287,VARSHINI. S,Python,PY102,1,85,S
287,VARSHINI. S,Machine Learning,ML103,1,53,D
287,VARSHINI. S,English,GP104,1,83,A
287,VARSHINI. S,Database,CS105,1,35,E
288,VASAN. C,Mathematics,MATH101,1,95,S
288,VASAN. C,Python,PY102,1,78,A
288,VASAN. C,Machine Learning,ML103,1,100,S
288,VASAN. C,English,GP104,1,47,D
288,VASAN. C,Database,CS105,1,41,E
289,GEDDAM SRI RAM,Mathematics,MATH101,1,77,A
289,GEDDAM SRI RAM,Python,PY102,1,32,F
289,GEDDAM SRI RAM,Python,PY102,2,41,E
289,GEDDAM SRI RAM,Machine Learning,ML103,1,41,E
289,GEDDAM SRI RAM,English,GP104,1,97,S
289,GEDDAM SRI RAM,Database,CS105,1,45,D
290,NARAYANAMURTHY P.S,Mathematics,MATH101,1,87,S
290,NARAYANAMURTHY P.S,Python,PY102,1,45,D
290,NARAYANAMURTHY P.S,Machine Learning,ML103,1,52,D
290,NARAYANAMURTHY P.S,English,GP104,1,77,A
